source_references,msgctxt,msgid,msgstr,comments
src/components/forms/StripeCheckoutForm/index.tsx:40,,An unexpected error occurred.,"=GOOGLETRANSLATE(C174, ""en"", ""el"")",
src/hooks/useFormErrorResponseHandler.tsx:48,,An unexpected error occurred. Please try again.,"=GOOGLETRANSLATE(C175, ""en"", ""el"")",
src/components/common/QuestionAndAnswerList/index.tsx:97,,Answer updated successfully.,"=GOOGLETRANSLATE(C176, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/EmailSettings/GeneralEmailSettings.tsx:65,,"Any queries from product holders will be sent to this email address. This will also be used as the \""reply-to\"" address for all emails sent from this event","=GOOGLETRANSLATE(C177, ""en"", ""el"")",
src/components/common/WidgetEditor/index.tsx:216,,Appearance,"=GOOGLETRANSLATE(C178, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:176,,Application Fees Configuration,"=GOOGLETRANSLATE(C179, ""en"", ""el"")",
src/components/routes/product-widget/SelectProducts/index.tsx:565,,applied,"=GOOGLETRANSLATE(C180, ""en"", ""el"")",
src/components/common/CapacityAssignmentList/index.tsx:99,,Applies to {0} products,"=GOOGLETRANSLATE(C181, ""en"", ""el"")",
src/components/common/CapacityAssignmentList/index.tsx:100,,Applies to 1 product,"=GOOGLETRANSLATE(C182, ""en"", ""el"")",
src/components/common/FilterModal/index.tsx:284,,Apply,"=GOOGLETRANSLATE(C183, ""en"", ""el"")",
src/components/routes/product-widget/SelectProducts/index.tsx:593,,Apply Promo Code,"=GOOGLETRANSLATE(C184, ""en"", ""el"")",
src/components/forms/TaxAndFeeForm/index.tsx:86,,Apply this {type} to all new products,"=GOOGLETRANSLATE(C185, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:232,,Approve Message,"=GOOGLETRANSLATE(C186, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:61 | src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:67,,Archive,"=GOOGLETRANSLATE(C187, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:149,,Archive event,"=GOOGLETRANSLATE(C188, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:122 | src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:136,,Archive Event,"=GOOGLETRANSLATE(C189, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:128 | src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:145,,Archive Organizer,"=GOOGLETRANSLATE(C190, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:126,,Archive this event to hide it from the public. You can restore it later.,"=GOOGLETRANSLATE(C191, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:134,,Archive this organizer. This will also archive all events belonging to this organizer.,"=GOOGLETRANSLATE(C192, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:80 | src/components/common/EventsDashboardStatusButtons/index.tsx:32,,Archived,"=GOOGLETRANSLATE(C193, ""en"", ""el"")",
src/components/modals/SwitchOrganizerModal/index.tsx:106,,Archived Organizers,"=GOOGLETRANSLATE(C194, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:82,,Are you sure you want to activate this attendee?,"=GOOGLETRANSLATE(C195, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:60,,Are you sure you want to archive this event?,"=GOOGLETRANSLATE(C196, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:47,,Are you sure you want to archive this event? It will no longer be visible to the public.,"=GOOGLETRANSLATE(C197, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:53,,Are you sure you want to archive this organizer? This will also archive all events belonging to this organizer.,"=GOOGLETRANSLATE(C198, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:83,,Are you sure you want to cancel this attendee? This will void their ticket,"=GOOGLETRANSLATE(C199, ""en"", ""el"")",
src/components/routes/event/messages.tsx:35,,Are you sure you want to cancel this scheduled message?,"=GOOGLETRANSLATE(C200, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:85,,Are you sure you want to delete all failed jobs?,"=GOOGLETRANSLATE(C201, ""en"", ""el"")",
src/components/common/AffiliateTable/index.tsx:207,,Are you sure you want to delete this affiliate? This action cannot be undone.,"=GOOGLETRANSLATE(C202, ""en"", ""el"")",
src/components/routes/admin/Configurations/index.tsx:39,,Are you sure you want to delete this configuration? This may affect accounts using it.,"=GOOGLETRANSLATE(C203, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:40,,Are you sure you want to delete this promo code?,"=GOOGLETRANSLATE(C204, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:103,,Are you sure you want to delete this template? This action cannot be undone and emails will fall back to the default template.,"=GOOGLETRANSLATE(C205, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:102,,Are you sure you want to delete this template? This action cannot be undone and emails will fall back to the organizer or default template.,"=GOOGLETRANSLATE(C206, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:122 | src/components/common/WebhookTable/index.tsx:122,,Are you sure you want to delete this webhook?,"=GOOGLETRANSLATE(C207, ""en"", ""el"")",
src/components/layouts/Checkout/index.tsx:305,,Are you sure you want to leave?,"=GOOGLETRANSLATE(C208, ""en"", ""el"")",
src/components/layouts/Event/index.tsx:156 | src/components/routes/event/EventDashboard/index.tsx:75,,Are you sure you want to make this event draft? This will make the event invisible to the public,"=GOOGLETRANSLATE(C209, ""en"", ""el"")",
src/components/layouts/Event/index.tsx:157 | src/components/routes/event/EventDashboard/index.tsx:76,,Are you sure you want to make this event public? This will make the event visible to the public,"=GOOGLETRANSLATE(C210, ""en"", ""el"")",
src/components/layouts/OrganizerLayout/index.tsx:131,,Are you sure you want to make this organizer draft? This will make the organizer page invisible to the public,"=GOOGLETRANSLATE(C211, ""en"", ""el"")",
src/components/layouts/OrganizerLayout/index.tsx:132,,Are you sure you want to make this organizer public? This will make the organizer page visible to the public,"=GOOGLETRANSLATE(C212, ""en"", ""el"")",
src/components/common/WaitlistTable/index.tsx:117,,Are you sure you want to offer a spot to this person? They will receive an email notification.,"=GOOGLETRANSLATE(C213, ""en"", ""el"")",
src/components/common/StatusToggle/index.tsx:40,,"Are you sure you want to publish this event? Once published, it will be visible to the public.","=GOOGLETRANSLATE(C214, ""en"", ""el"")",
src/components/common/StatusToggle/index.tsx:41,,"Are you sure you want to publish this organizer profile? Once published, it will be visible to the public.","=GOOGLETRANSLATE(C215, ""en"", ""el"")",
src/components/common/WaitlistTable/index.tsx:100,,Are you sure you want to remove this entry from the waitlist?,"=GOOGLETRANSLATE(C216, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:514,,Are you sure you want to resend the order confirmation to {0}?,"=GOOGLETRANSLATE(C217, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:489,,Are you sure you want to resend the ticket to {0}?,"=GOOGLETRANSLATE(C218, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:46,,Are you sure you want to restore this event?,"=GOOGLETRANSLATE(C219, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:61,,Are you sure you want to restore this event? It will be restored as a draft event.,"=GOOGLETRANSLATE(C220, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:52,,Are you sure you want to restore this organizer?,"=GOOGLETRANSLATE(C221, ""en"", ""el"")",
src/components/common/StatusToggle/index.tsx:43,,Are you sure you want to unpublish this event? It will no longer be visible to the public.,"=GOOGLETRANSLATE(C222, ""en"", ""el"")",
src/components/common/StatusToggle/index.tsx:44,,Are you sure you want to unpublish this organizer profile? It will no longer be visible to the public.,"=GOOGLETRANSLATE(C223, ""en"", ""el"")",
src/components/common/CapacityAssignmentList/index.tsx:165,,Are you sure you would like to delete this Capacity Assignment?,"=GOOGLETRANSLATE(C224, ""en"", ""el"")",
src/components/common/CheckInListList/index.tsx:185,,Are you sure you would like to delete this Check-In List?,"=GOOGLETRANSLATE(C225, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:198,,Are you VAT registered in the EU?,"=GOOGLETRANSLATE(C226, ""en"", ""el"")",
src/constants/eventCategories.ts:11,,Art,"=GOOGLETRANSLATE(C227, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/index.tsx:34,,"As your business is based in Ireland, Irish VAT at 23% applies automatically to all platform fees.","=GOOGLETRANSLATE(C228, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/index.tsx:59 | src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsModal.tsx:21,,"As your business is based in the EU, we need to determine the correct VAT treatment for our platform fees:","=GOOGLETRANSLATE(C229, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:383,,Ask for name and email for each ticket purchased,"=GOOGLETRANSLATE(C230, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:85,,Ask once per order,"=GOOGLETRANSLATE(C231, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:91,,Ask once per product,"=GOOGLETRANSLATE(C232, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:179,,Assigned Configuration,"=GOOGLETRANSLATE(C233, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:224,,Assigned Tier,"=GOOGLETRANSLATE(C234, ""en"", ""el"")",
src/components/modals/CreateOrganizerWebhookModal/index.tsx:33 | src/components/modals/CreateWebhookModal/index.tsx:33,,At least one event type must be selected,"=GOOGLETRANSLATE(C235, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:100,,Attempts,"=GOOGLETRANSLATE(C236, ""en"", ""el"")",
src/components/routes/organizer/Reports/index.tsx:36,,Attendance and check-in rates across all events,"=GOOGLETRANSLATE(C237, ""en"", ""el"")",
src/components/common/AttendeeTicket/index.tsx:108 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:54 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:55 | src/components/common/QuestionsTable/index.tsx:461 | src/components/routes/product-widget/CollectInformation/index.tsx:643,,Attendee,"=GOOGLETRANSLATE(C238, ""en"", ""el"")",
src/components/forms/WebhookForm/index.tsx:115,,Attendee Cancelled,"=GOOGLETRANSLATE(C239, ""en"", ""el"")",
src/components/forms/WebhookForm/index.tsx:103,,Attendee Created,"=GOOGLETRANSLATE(C240, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:137 | src/components/modals/ManageAttendeeModal/index.tsx:147,,Attendee Details,"=GOOGLETRANSLATE(C241, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:423,,Attendee details collection,"=GOOGLETRANSLATE(C242, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:331,,Attendee details copied from order,"=GOOGLETRANSLATE(C243, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:55,,Attendee Email,"=GOOGLETRANSLATE(C244, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:416,,Attendee Information,"=GOOGLETRANSLATE(C245, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/HomepageAndCheckoutSettings/index.tsx:119,,Attendee information collection,"=GOOGLETRANSLATE(C246, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:54,,Attendee Name,"=GOOGLETRANSLATE(C247, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:250,,Attendee not found,"=GOOGLETRANSLATE(C248, ""en"", ""el"")",
src/components/modals/ManageAttendeeModal/index.tsx:153,,Attendee Notes,"=GOOGLETRANSLATE(C249, ""en"", ""el"")",
src/components/routes/event/attendees.tsx:74,,Attendee Status,"=GOOGLETRANSLATE(C250, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:95 | src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:203 | src/components/modals/ManageAttendeeModal/index.tsx:172,,Attendee Ticket,"=GOOGLETRANSLATE(C251, ""en"", ""el"")",
src/components/forms/WebhookForm/index.tsx:109,,Attendee Updated,"=GOOGLETRANSLATE(C252, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:437,,Attendee updated successfully,"=GOOGLETRANSLATE(C253, ""en"", ""el"")",
src/components/common/CheckInStatusModal/index.tsx:99,,Attendee's ticket not included in this list,"=GOOGLETRANSLATE(C254, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:231 | src/components/common/ProductsTable/SortableProduct/index.tsx:386 | src/components/common/StatBoxes/index.tsx:45 | src/components/layouts/Event/index.tsx:120 | src/components/modals/ManageOrderModal/index.tsx:126 | src/components/routes/admin/Messages/index.tsx:90 | src/components/routes/admin/Messages/index.tsx:139 | src/components/routes/event/attendees.tsx:175 | src/components/routes/organizer/OrganizerDashboard/index.tsx:133,,Attendees,"=GOOGLETRANSLATE(C255, ""en"", ""el"")",
src/components/routes/event/attendees.tsx:133,,Attendees Exported,"=GOOGLETRANSLATE(C256, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:228,,Attendees registered,"=GOOGLETRANSLATE(C257, ""en"", ""el"")",
src/components/routes/event/EventDashboard/index.tsx:277,,Attendees Registered,"=GOOGLETRANSLATE(C258, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:286,,Attendees with a specific ticket,"=GOOGLETRANSLATE(C259, ""en"", ""el"")",
src/components/common/AdminEventsTable/index.tsx:138,,Attendees:,"=GOOGLETRANSLATE(C260, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:29,,Attribution Analytics,"=GOOGLETRANSLATE(C261, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:97,,Attribution Breakdown,"=GOOGLETRANSLATE(C262, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:131,,Attribution Value,"=GOOGLETRANSLATE(C263, ""en"", ""el"")",
src/components/common/WidgetEditor/index.tsx:236,,Auto Resize,"=GOOGLETRANSLATE(C264, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:87,,Auto-offer is enabled,"=GOOGLETRANSLATE(C265, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/WaitlistSettings/index.tsx:63,,Auto-Process Waitlist,"=GOOGLETRANSLATE(C266, ""en"", ""el"")",
src/components/common/ThemeColorControls/index.tsx:72,,"Automatically detected based on background color, but can be overridden","=GOOGLETRANSLATE(C267, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/WaitlistSettings/index.tsx:64,,"Automatically offer tickets to the next person when capacity becomes available. If disabled, you can manually process the waitlist from the Waitlist page.","=GOOGLETRANSLATE(C268, ""en"", ""el"")",
src/components/common/WidgetEditor/index.tsx:238,,"Automatically resize the widget height based on the content. When disabled, the widget will fill the height of the container.","=GOOGLETRANSLATE(C269, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:163,,Available,"=GOOGLETRANSLATE(C270, ""en"", ""el"")",
src/components/modals/RefundOrderModal/index.tsx:92,,Available to Refund,"=GOOGLETRANSLATE(C271, ""en"", ""el"")",
src/components/common/Editor/Controls/LiquidTokenControl.tsx:49,,Available Tokens,"=GOOGLETRANSLATE(C272, ""en"", ""el"")",
src/components/common/OrderStatusBadge/index.tsx:15 | src/components/modals/SendMessageModal/index.tsx:334,,Awaiting offline payment,"=GOOGLETRANSLATE(C273, ""en"", ""el"")",
src/components/routes/event/orders.tsx:25 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:59,,Awaiting Offline Payment,"=GOOGLETRANSLATE(C274, ""en"", ""el"")",
src/components/routes/organizer/OrganizerDashboard/index.tsx:363,,Awaiting Offline Pmt.,"=GOOGLETRANSLATE(C275, ""en"", ""el"")",
src/components/common/CheckIn/AttendeeList.tsx:91,,Awaiting payment,"=GOOGLETRANSLATE(C276, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:289 | src/components/common/OrdersTable/index.tsx:417 | src/components/routes/event/attendees.tsx:29 | src/components/routes/organizer/OrganizerDashboard/index.tsx:360 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:56,,Awaiting Payment,"=GOOGLETRANSLATE(C277, ""en"", ""el"")",
